PC1,PC2,cluster
0.6254979117716615,0.2974090801972453,3
1.0257637146475191,0.26868582850664224,1
1.1368461071189127,-0.2929914971695956,1
-0.013934817323454418,1.166621237502321,0
0.6125267162189363,0.4542417584609814,3
0.43428637695728867,-0.32934157790432295,1
0.5842850766679363,0.3091541126728764,3
1.7743600993156683,0.25453980623909256,1
1.5129902070758723,-0.7050729112083587,1
1.1393953939554222,0.6221708630751963,1
1.2540293513444483,-0.16251266527338024,1
0.6544808405226897,-0.32102626328296496,1
0.1296612750395345,0.7327831192556973,3
0.6765006590906889,-0.6890574760217573,1
-0.07454073872517666,-0.008758617356591631,0
-0.6200750354899254,-0.3524647021093761,0
-0.975847076059153,0.5552800130251648,0
-0.3390785879605587,1.0765265736607637,3
0.5796487637611798,0.6836843723108574,3
0.7130125697803558,-1.3564596150172636,1
-0.35801713155069637,0.6419033883633116,0
-0.35444405022832526,1.2043120669011684,3
